Date,Venue,Matches,,,Competition
,,Team 1,Score,Team 2,
28 April 1894,Ewood Park,Liverpool,2–0,Newton Heath,Football League Test Match
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
